team,elo,fifa_rank_est,market_value_log,wins_4y_rate,goals_scored_4y,goals_received_4y,wc_titles,wc_participations
Bosnia and Herzegovina,1549.0,52.92251496224,17.542299620848414,0.3333333333333333,1.205128205128205,1.641025641025641,0,0
Botswana,1359.2618769599906,68.48225235008434,16.688011822906816,0.325,0.8,1.275,0,0
Brazil,2120.4059386849817,6.063580103280742,21.01980853783039,0.5208333333333334,1.9375,0.9375,5,21
British Virgin Islands,1036.1328982534349,94.98089147710974,15.23313739257353,0.16666666666666666,1.125,1.7916666666666667,0,0
Brittany,1501.3115278787798,56.833274121996496,17.327584311226396,0.4,1.2,1.2,0,0
Brunei,969.784987245693,100.42184374844027,14.934408756047084,0.2857142857142857,0.8214285714285714,3.0357142857142856,0,0
Bulgaria,1489.5435523169172,57.79832324546939,17.274599503703794,0.21428571428571427,1.0714285714285714,1.619047619047619,0,0
Burkina Faso,1641.0507622847942,45.37376479778169,17.95675424784259,0.4915254237288136,1.5423728813559323,1.11864406779661,0,0
Burundi,1378.7204107831517,66.88652835224006,16.775623040645357,0.25,0.9642857142857143,1.6428571428571428,0,0
Cambodia,1085.9692624013226,90.89399145890623,15.457523494339368,0.22580645161290322,1.2580645161290323,1.7419354838709677,0,0
Cameroon,1783.4997516501835,33.69203826767412,19.024450113361095,0.42592592592592593,1.3518518518518519,0.9074074074074074,0,7
Canada,1896.0,24.466299695245567,19.21373660589189,0.44642857142857145,1.4642857142857142,1.0,0,1
Canary Islands,1502.106708369166,56.76806424530905,17.331164577433388,0.4,1.2,1.2,0,0
Cape Verde,1616.2985400588327,47.403605039852124,17.845308424089403,0.4489795918367347,1.2653061224489797,0.9591836734693877,0,0
Cascadia,1524.8431591902718,54.90353012723176,17.43353447650145,0.4,1.2,1.2,0,0
Catalonia,1546.014872465233,53.167314477308466,17.528859211575927,0.4,1.2,1.2,0,0
Cayman Islands,1121.5938713139058,87.97254609862105,15.617921774942385,0.2727272727272727,0.9545454545454546,2.0,0,0
Central African Republic,1340.1642954552772,70.04837595347655,16.60202577757089,0.2962962962962963,1.3333333333333333,1.8148148148148149,0,0
Central Spain,1497.1596393545628,57.1737554868659,17.30889061041486,0.4,1.2,1.2,0,0
Chad,1238.4632984952848,78.38850696892753,16.1441213809774,0.08,0.6,1.72,0,0
Chagos Islands,1412.096630137411,64.14946528957945,16.92589804325911,0.4,1.2,1.2,0,0
Chameria,1532.989425701653,54.23548426708717,17.470212693656503,0.5,2.5,2.0,0,0
Chechnya,1473.2627732008702,59.13345107037031,17.201295990856835,0.4,1.2,1.2,0,0
Chile,1740.4125761031917,37.225461733414704,18.404126572214654,0.28888888888888886,1.1333333333333333,1.3555555555555556,0,0
China PR,1589.0143038656072,49.641086591753975,17.722462315555305,0.2631578947368421,0.9210526315789473,1.394736842105263,0,0
Cilento,1495.892462180101,57.27767210490022,17.303185199290155,0.4,1.2,1.2,0,0
Colombia,2050.1292321783594,11.82671868716497,19.798612592551734,0.5918367346938775,1.816326530612245,0.8367346938775511,0,5
Comoros,1388.5062522191083,66.08402688114423,16.81968337389513,0.3333333333333333,1.1481481481481481,1.3333333333333333,0,0
Congo,1372.672891321097,67.38246355582382,16.74839434247194,0.13636363636363635,0.8636363636363636,2.1818181818181817,0,0
Cook Islands,1256.0855557522384,76.94336937240237,16.223464841878133,0.2,0.5,3.3,0,0
Corsica,1522.811182480745,55.07016518966351,17.424385588123947,0.4,1.2,1.2,0,0
Costa Rica,1757.2145628184574,35.847591557960016,16.91221874885827,0.45,1.65,1.3,0,5
County of Nice,1549.3558458023542,52.893333334707876,17.543901801380343,0.4,1.2,1.2,0,0
Crimea,1499.4446651149449,56.986368786785036,17.319178841339674,0.4,1.2,1.2,0,0
Croatia,1988.1751703886364,16.907347272044035,19.913270183889857,0.5490196078431373,1.7254901960784315,0.9411764705882353,0,5
Cuba,1401.610885404702,65.00936329922995,16.878686425298735,0.35,1.2,1.625,0,0
Curaçao,1567.7933166045248,51.381343023107036,17.626915726462116,0.35135135135135137,1.6216216216216217,1.3513513513513513,0,0
Cyprus,1270.3002114125943,75.77767686111336,16.28746572208091,0.23809523809523808,1.0476190476190477,2.0714285714285716,0,0
Czech Republic,1753.096741285224,36.1852792120832,18.4612364843845,0.4444444444444444,1.7333333333333334,1.2222222222222223,0,0
Czechoslovakia,1773.4253276058128,34.51820535498709,18.552765076345004,0.4,1.2,1.2,0,0
DR Congo,1703.0274626152466,40.29127970803714,18.235801694927453,0.48,1.18,0.68,0,0
Darfur,1247.6592558068005,77.63437976188838,16.18552578614253,0.4,1.2,1.2,0,0
Denmark,1914.674027029724,22.934910262797445,19.847493053375143,0.5106382978723404,1.7446808510638299,1.0212765957446808,0,5
Djibouti,1050.7097284407423,93.78549834246868,15.298768948120529,0.1111111111111111,0.7777777777777778,2.4444444444444446,0,0
Dominica,1226.3204130691613,79.3843010947149,16.089448557798093,0.2692307692307692,1.1153846153846154,1.8461538461538463,0,0
Dominican Republic,1491.1978716337226,57.66265850022627,17.282048005795005,0.42105263157894735,2.0526315789473686,1.3157894736842106,0,0
Donetsk PR,1504.262742516321,56.59125568100234,17.340872029127063,0.4,1.2,1.2,0,0
Délvidék,1502.003777139789,56.77650526323657,17.33070113396786,0.4,1.2,1.2,0,0
Ecuador,1896.061034815386,24.4612944507343,18.96805042489897,0.38,0.98,0.64,0,3
Egypt,1842.3707223305016,28.864242836388684,18.863188772405014,0.55,1.5,0.7166666666666667,0,2
El Salvador,1503.6877620147277,56.63840775283998,17.33828320396797,0.22641509433962265,0.8867924528301887,1.4339622641509433,0,0
Elba Island,1503.3511790888233,56.666009701527955,17.336767753714806,1.0,5.0,0.0,0,0
Ellan Vannin,1551.9787356644556,52.67823962134311,17.555711250997728,0.4,1.2,1.2,0,0
England,2102.3033877750004,7.548104845575125,21.11989199638737,0.5961538461538461,2.0,0.7307692307692307,1,15
Equatorial Guinea,1482.3578453395608,58.3875970915593,17.242246164838704,0.3191489361702128,0.9574468085106383,1.2127659574468086,0,0
Eritrea,1260.701262580975,76.56485194552093,16.244246864802612,0.4,1.2,1.2,0,0
Estonia,1351.277138778028,69.1370518560109,16.65206088015837,0.21739130434782608,0.9130434782608695,1.8478260869565217,0,0
Eswatini,1247.424326593383,77.65364545718957,16.18446802738964,0.1891891891891892,0.8918918918918919,1.4324324324324325,0,0
Ethiopia,1380.295709716367,66.7573437829218,16.7827157568333,0.21212121212121213,0.9090909090909091,1.4848484848484849,0,0
Falkland Islands,1295.6076036465122,73.70230913415477,16.40141117509142,0.0,0.75,3.25,0,0
Faroe Islands,1265.7043926659069,76.15456333830018,16.266773244396717,0.2682926829268293,0.8536585365853658,1.3658536585365855,0,0
Felvidék,1503.0385597996433,56.69164647901937,17.335360198712845,0.4,1.2,1.2,0,0
Fiji,1551.7132311871237,52.70001268347944,17.554515828424503,0.38235294117647056,1.6470588235294117,1.6764705882352942,0,0
Finland,1590.2014594973164,49.543732251087306,17.727807433100356,0.3181818181818182,1.2045454545454546,1.4545454545454546,0,0
France,2184.250030518506,1.0,20.91833907766553,0.6226415094339622,2.1320754716981134,0.9056603773584906,2,15
Franconia,1481.387588617007,58.467164336980744,17.23787762537142,0.4,1.2,1.2,0,0
French Guiana,1477.120062692059,58.81712870694557,17.218663272100343,0.35,1.5,1.35,0,0
Frøya,1291.4265934319749,74.0451786635449,16.382586355112593,0.14285714285714285,1.0,4.142857142857143,0,0
Gabon,1524.7572257128445,54.91057722098482,17.433147564688344,0.4146341463414634,1.4390243902439024,1.4146341463414633,0,0
Galicia,1506.5911830766938,56.40030869015976,17.3513557333352,0.4,1.2,1.2,0,0
Gambia,1501.45666685068,56.82137179972554,17.32823779325053,0.3684210526315789,1.4736842105263157,1.3421052631578947,0,0
Georgia,1644.663260136991,45.077516911517506,17.97301936518314,0.45454545454545453,1.8636363636363635,1.3409090909090908,0,0
German DR,1684.5245021345786,41.80864059136445,18.152492905364394,0.4,1.2,1.2,0,0
Germany,2010.7097596606657,15.05936708968619,20.767177453664736,0.5,2.02,1.24,4,19
Ghana,1681.8036428085902,42.03176842621036,19.360461414274678,0.32,1.26,1.32,0,3
Gibraltar,1132.2451022910054,87.09907716045728,15.665878487652542,0.1,0.375,2.575,0,0
Gotland,1488.4126941337315,57.89106083595115,17.269507863017047,0.4,1.2,1.2,0,0
Gozo,1394.8598839458598,65.56298851761787,16.848290329470597,0.2857142857142857,1.0,1.0,0,0
Greece,1763.7459458683036,35.31197645116569,18.509184073342098,0.5476190476190477,1.6666666666666667,0.8571428571428571,0,0
Greenland,1471.4851629844516,59.27922645647756,17.193292376754137,0.25,1.25,3.0,0,0
Grenada,1286.6517110016164,74.43674950594512,16.361087650837963,0.25,1.2777777777777777,2.0,0,0
Guadeloupe,1523.5356509889518,55.010754146943924,17.42764747665029,0.5517241379310345,1.7586206896551724,1.0344827586206897,0,0
Guam,1076.921086355114,91.6359996587465,15.416784468011624,0.25,1.5,2.125,0,0
Guatemala,1627.1153072357474,46.51656107651135,17.894010456471502,0.38333333333333336,1.2833333333333334,1.2333333333333334,0,0
Guernsey,1746.7799379489954,36.70329741247224,18.432795347064935,0.5714285714285714,1.4285714285714286,0.8571428571428571,0,0
Guinea,1587.9842204988208,49.72556000393908,17.717824409176718,0.41304347826086957,1.2826086956521738,1.0,0,0
Guinea-Bissau,1359.1957329641718,68.48767658000837,16.687714012389723,0.21052631578947367,0.8947368421052632,1.394736842105263,0,0
Guyana,1479.9083335988987,58.58847269211063,17.231217342810563,0.5135135135135135,2.027027027027027,1.6486486486486487,0,0
Găgăuzia,1463.9778876656617,59.894870959474915,17.159491190161404,0.4,1.2,1.2,0,0
Haiti,1678.483015677223,42.30408105004787,18.125291370537045,0.5135135135135135,2.3513513513513513,1.162162162162162,0,0
Hitra,1386.4262856878458,66.25459741532794,16.81031841339423,0.5,3.25,2.5,0,0
Hmong,1477.1628378743935,58.81362086891504,17.218855865532475,0.3333333333333333,2.0,3.3333333333333335,0,0
Honduras,1678.90364990833,42.26958635774514,18.127185258203234,0.375,1.2321428571428572,1.2678571428571428,0,0
Hong Kong,1351.7152609782668,69.10112303859522,16.65403350665891,0.3541666666666667,1.4791666666666667,1.3541666666666667,0,0
Hungary,1716.4137963696835,39.19351488108586,18.296073091114806,0.4444444444444444,1.3111111111111111,1.2,0,0
Iceland,1555.1427531418276,52.418769988937825,17.56995710459892,0.27450980392156865,1.392156862745098,1.6666666666666667,0,0
India,1339.5978411637468,70.09482882165725,16.59947534130857,0.24324324324324326,0.8918918918918919,1.135135135135135,0,0
Indonesia,1462.16562655892,60.043487939801835,17.151331561904477,0.4107142857142857,1.625,1.375,0,0
Iran,1924.393661921533,22.137838150987903,18.067505383607145,0.6326530612244898,1.9387755102040816,0.8571428571428571,0,5
Iraq,1753.8100240759975,36.12678546960342,18.46444800969568,0.5357142857142857,1.375,0.9107142857142857,0,0
Iraqi Kurdistan,1685.743188146221,41.708700558251564,18.157979987098877,0.4,1.2,1.2,0,0
Isle of Man,1666.6227592633586,43.2766977925109,18.071891072418325,0.6666666666666666,3.3333333333333335,1.3333333333333333,0,0
Isle of Wight,1620.4351081696122,47.06438004669096,17.863933145393556,0.75,1.75,1.0,0,0
Israel,1600.6198896346298,48.68935446799932,17.774715969969023,0.358974358974359,1.5384615384615385,1.794871794871795,0,0
Italy,1959.1674456406984,19.286165888277594,19.38906103236419,0.5319148936170213,1.7659574468085106,1.297872340425532,0,0
Ivory Coast,1809.0034528204967,31.600571954684142,18.712954066082894,0.6,1.8,0.7636363636363637,0,0
Jamaica,1681.9654008832947,42.01850323141221,18.1409706612437,0.40625,1.34375,1.203125,0,0
Japan,1981.131839596425,17.484945362014713,19.017977598855477,0.6727272727272727,2.581818181818182,0.7090909090909091,0,6
Jersey,1779.9808132500227,33.980613681582696,18.582280870565487,0.8181818181818182,3.0,1.0,0,0
Jordan,1776.687102325179,34.250719004650705,18.567451077754438,0.5,1.7413793103448276,1.1896551724137931,0,0
Kabylia,1473.0161247957544,59.15367781420673,17.200185466943687,0.4,1.2,1.2,0,0
Kazakhstan,1371.20434813117,67.50289347265795,16.74178228946011,0.3953488372093023,1.0930232558139534,1.558139534883721,0,0
Kenya,1471.3143913321085,59.29323082218528,17.192523484680716,0.3,1.2333333333333334,1.3333333333333333,0,0
Kernow,1550.635586199019,52.78838645224863,17.549663777876617,1.0,2.0,1.0,0,0
Kiribati,1335.5552327111343,70.42634852300512,16.581273669353617,0.4,1.2,1.2,0,0
Kosovo,1619.2273951341674,47.16342022570356,17.8584954690159,0.4634146341463415,1.5853658536585367,1.1219512195121952,0,0
Kuwait,1452.49689179004,60.83638591658202,17.10779849642324,0.3148148148148148,1.2037037037037037,1.4074074074074074,0,0
Kyrgyzstan,1433.067524843833,62.42971804431312,17.020318601302876,0.25,1.1666666666666667,1.6111111111111112,0,0
Kárpátalja,1552.670362448084,52.62152180970233,17.558825271061366,0.4,1.2,1.2,0,0
Laos,990.8276647699984,98.69620985384205,15.029152513163536,0.16,0.96,2.44,0,0
Latvia,1277.038464344928,75.22509710328644,16.317804418212752,0.225,0.875,1.55,0,0
Lebanon,1443.4817019250202,61.57568903897922,17.067207988967922,0.3076923076923077,1.1282051282051282,1.0769230769230769,0,0
Lesotho,1315.968434764644,72.03259099780759,16.49308494787614,0.24390243902439024,0.7317073170731707,1.3414634146341464,0,0
Liberia,1401.5301262623473,65.01598606447382,16.87832281070837,0.1875,0.875,1.65625,0,0
Libya,1523.1094005348657,55.045709405385224,17.425728302179927,0.42105263157894735,1.1578947368421053,1.0,0,0
Liechtenstein,931.789142076998,103.53774561982866,14.763334085443066,0.04878048780487805,0.24390243902439024,2.5609756097560976,0,0
Lithuania,1257.0466832688849,76.86455078014669,16.227792277485598,0.14285714285714285,0.6904761904761905,1.5952380952380953,0,0
Luhansk PR,1493.3204070745446,57.48859704369643,17.291604630993678,0.4,1.2,1.2,0,0
Luxembourg,1297.6791682126418,73.53242761475056,16.41073830610304,0.225,0.775,1.625,0,0
Macau,959.1091774842448,101.29732830383291,14.886341378409815,0.0,0.25,2.5833333333333335,0,0
Madagascar,1452.6916491597951,60.820414568920384,17.108675383165213,0.3611111111111111,1.3333333333333333,1.3611111111111112,0,0
Madrid,1495.0706949387734,57.34506226489613,17.299485227372195,0.4,1.2,1.2,0,0
Malawi,1432.5617306766037,62.47119639504358,17.018041284660278,0.3076923076923077,0.9487179487179487,1.0769230769230769,0,0
Malaysia,1435.6630880103264,62.21686529444332,17.032005013640024,0.5686274509803921,1.9803921568627452,1.0784313725490196,0,0
Maldives,1135.3538554053405,86.84413955863175,15.679875515818722,0.32,0.96,1.68,0,0
Mali,1758.412761050199,35.74933165359408,18.48517163640388,0.5106382978723404,1.5319148936170213,0.5531914893617021,0,0
Malta,1180.7720282444288,83.11955943372496,15.884368899855488,0.3076923076923077,0.7948717948717948,1.6923076923076923,0,0
Manchukuo,1460.4075290647008,60.187663158118454,17.143415803000366,0.4,1.2,1.2,0,0
Mapuche,1504.273799328435,56.590348951821696,17.340921811951524,0.5,1.5,1.0,0,0
Marshall Islands,1456.8690130661246,60.47784406008154,17.127483785797015,0.0,1.0,3.5,0,0
Martinique,1504.3558587340503,56.583619556689484,17.341291280921705,0.25,0.9166666666666666,1.4583333333333333,0,0
Matabeleland,1489.0240778864836,57.84092346511814,17.272260592260213,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0
Maule Sur,1513.5014370169697,55.83362375161772,17.38246885666156,1.0,1.0,0.0,0,0
Mauritania,1388.0488156328688,66.12153960151606,16.817623785196268,0.26666666666666666,0.7555555555555555,1.1333333333333333,0,0
Mauritius,1185.7240133361415,82.71346504246063,15.906665001301302,0.21212121212121213,0.7878787878787878,1.3333333333333333,0,0
Mayotte,1472.6420666637366,59.18435296903978,17.198501286175038,0.0,0.0,0.0,0,0
Menorca,1556.2095908353797,52.33128248731633,17.574760495764508,0.25,1.5,1.75,0,0
Mexico,1970.4842013769828,18.358119671114196,19.15207701194401,0.4864864864864865,1.3783783783783783,0.9054054054054054,0,16
Micronesia,1405.5980995990074,64.68238628070324,16.896638686970768,0.4,1.2,1.2,0,0
Moldova,1208.9185262928409,80.81136690497092,16.011097305577486,0.27906976744186046,1.0,2.0,0,0
Monaco,1433.2256227141272,62.41675300964354,17.021030430213738,0.4,1.2,1.2,0,0
Mongolia,1102.492448688999,89.53898469839103,15.531918435126789,0.1875,0.5,1.8125,0,0
Montenegro,1475.117196648307,58.98137650893969,17.209645453252584,0.35714285714285715,1.0952380952380953,1.5238095238095237,0,0
Montserrat,1242.3321375749138,78.0712374655175,16.16154066374974,0.2857142857142857,1.0,2.142857142857143,0,0
Morocco,1986.8734776606725,17.0140943858147,19.46623678162897,0.7058823529411765,1.8823529411764706,0.5,0,5
Mozambique,1475.54023385481,58.946684757313776,17.211550160212894,0.3191489361702128,1.148936170212766,1.446808510638298,0,0
Myanmar,1162.9288993458836,84.58280991491728,15.80403097381881,0.18421052631578946,0.868421052631579,2.3947368421052633,0,0
Namibia,1408.0026637722406,64.48519666762881,16.90746513449564,0.2222222222222222,0.75,1.1388888888888888,0,0
Nepal,1147.8404367967016,85.82016016952105,15.736095815407092,0.2702702702702703,0.6756756756756757,1.7027027027027026,0,0
Netherlands,2049.768238292824,11.856322490383604,20.35647561998087,0.5882352941176471,2.372549019607843,1.0588235294117647,0,10
New Caledonia,1642.306285516527,45.27080387745056,17.962407187587733,0.47619047619047616,2.0,1.2380952380952381,0,0
New Zealand,1771.080222547489,34.71051894104869,18.54220634094635,0.42857142857142855,1.9523809523809523,0.9761904761904762,0,1
Nicaragua,1477.45413291207,58.789732816182095,17.220167409002503,0.3953488372093023,1.4883720930232558,1.255813953488372,0,0
Niger,1420.1164440875427,63.491789346737406,16.962006913156145,0.25,1.1666666666666667,1.3611111111111112,0,0
Nigeria,1886.6569306892948,25.232491025389294,19.06258553469953,0.49122807017543857,1.6666666666666667,0.9298245614035088,0,5
Niue,1456.8979329018434,60.475472448926766,17.12761399612258,0.4,1.2,1.2,0,0
North Korea,1481.8060527541593,58.432847606236294,17.239761742282234,0.16666666666666666,1.2222222222222223,1.5555555555555556,0,1
North Macedonia,1550.8464828139086,52.77109158345215,17.550613330880733,0.3488372093023256,1.1627906976744187,1.372093023255814,0,0
North Vietnam,1495.3266911907742,57.32406893793798,17.300637839566832,0.4,1.2,1.2,0,0
Northern Cyprus,1667.276764211258,43.22306521157975,18.074835701772894,0.4,1.2,1.2,0,0
Northern Ireland,1546.6897468408174,53.111970470075605,17.531897804637605,0.35,1.175,1.275,0,0
Northern Mariana Islands,1136.2989263315524,86.76663770929785,15.684130657313307,0.3333333333333333,1.5,3.6666666666666665,0,0
Norway,1846.7014015987893,28.509099489095576,18.882687470908092,0.5952380952380952,2.4761904761904763,1.0,0,0
Occitania,1680.236502579951,42.16028392966777,18.13318637044982,0.4,1.2,1.2,0,0
Oman,1626.9841809279353,46.52731427086948,17.893420065869137,0.43333333333333335,1.1,0.9,0,0
Orkney,1417.5499663735802,63.70225690381653,16.95045145682719,0.5714285714285714,2.142857142857143,1.7142857142857142,0,0
Padania,1769.56978488417,34.83438447215758,18.5354056598568,0.4,1.2,1.2,0,0
Pakistan,1052.2751469809118,93.65712402845713,15.305817178260638,0.047619047619047616,0.19047619047619047,2.5238095238095237,0,0
Palau,1460.7458980918354,60.15991473772702,17.14493929509806,0.4,1.2,1.2,0,0
Palestine,1546.3741754961666,53.137849334961714,17.530476958131928,0.2777777777777778,1.0833333333333333,1.0833333333333333,0,0
Panama,1878.8984603281551,25.86873512550224,19.02765335315362,0.4626865671641791,1.507462686567164,1.2238805970149254,0,0
Panjab,1561.9039264814437,51.86431061138862,17.600398998885943,0.4,1.2,1.2,0,0
Papua New Guinea,1501.8469796358438,56.78936365956392,17.329995159900964,0.3793103448275862,1.3103448275862069,1.793103448275862,0,0
Paraguay,1752.613710111655,36.22489085201332,18.459061657148972,0.32558139534883723,0.8604651162790697,1.1627906976744187,0,7
Parishes of Jersey,1510.1069430349562,56.11199392877822,17.36718529243863,0.4,1.2,1.2,0,0
Peru,1758.7472181517317,35.721904036075955,18.486677515223572,0.2826086956521739,0.7608695652173914,0.9782608695652174,0,4
Philippines,1340.1655085521031,70.04827647179235,16.602031239487555,0.3,1.175,1.625,0,0
Poland,1721.0977668313765,38.809399400503224,19.524638718945226,0.4583333333333333,1.4375,1.3333333333333333,0,8
Portugal,2035.952389668888,12.98931027868025,20.823708278680268,0.6730769230769231,2.5,0.7884615384615384,0,7
Provence,1432.8866814164296,62.444548359874545,17.01950436149227,0.4,1.2,1.2,0,0
Puerto Rico,1364.661054766659,68.03948530129087,16.712321390458413,0.5,2.3333333333333335,1.4333333333333333,0,0
Qatar,1665.798109181292,43.34432436385163,16.68238620939326,0.4067796610169492,1.4406779661016949,1.4067796610169492,0,0
Raetia,1365.4070225793118,67.97831117835398,16.71568007868509,0.4,3.4,2.2,0,0
Republic of Ireland,1676.9046390294352,42.43351801160938,18.118184797070644,0.35714285714285715,1.119047619047619,1.2619047619047619,0,2
Republic of St. Pauli,1494.2623139681828,57.411354665232935,17.29584552656669,0.4,1.2,1.2,0,0
Rhodes,1550.5876974561552,52.792313634887805,17.549448160856528,0.4,1.2,1.2,0,0
Romani people,1479.5256952114785,58.61985148266349,17.229494529808306,0.4,1.2,1.2,0,0
Romania,1696.3433187936937,40.8394221733445,18.205706622756665,0.43478260869565216,1.5869565217391304,1.0434782608695652,0,0
Russia,1803.26344857092,32.07128894765074,18.68710994202401,0.6,2.32,0.56,0,3
Rwanda,1416.4066446246206,63.79601658625985,16.945303699467686,0.28125,0.75,0.9375,0,0
Ryūkyū,1485.914880341144,58.09589751312332,17.25826156306241,0.4,1.2,1.2,0,0
Réunion,1582.439932397651,50.180227023273716,17.69286148871975,0.25,0.75,0.75,0,0
Saare County,1356.702878094257,68.69210659386334,16.67649003977269,0.4,1.2,1.2,0,0
Saarland,1471.1376756468608,59.3077226365382,17.19172782985293,0.4,1.2,1.2,0,0
Saint Barthélemy,1465.227689361566,59.792379241608316,17.165118368935765,0.5,3.5,2.0,0,0
Saint Helena,1411.1058464456112,64.23071587752436,16.921437081989215,0.0,0.5,4.25,0,0
Saint Kitts and Nevis,1329.0088072635135,70.96319720244843,16.551798668281442,0.3783783783783784,1.4324324324324325,2.054054054054054,0,0
Saint Lucia,1264.555078261206,76.24881445677173,16.2615985053606,0.4482758620689655,1.2758620689655173,1.793103448275862,0,0
Saint Martin,1327.166287426959,71.1142955917934,16.543502801385458,0.47619047619047616,2.0,1.5714285714285714,0,0
Saint Pierre and Miquelon,1361.4366671844975,68.30390566769493,16.697803723037964,0.4,1.2,1.2,0,0
Saint Vincent and the Grenadines,1358.3904602915673,68.55371408006677,16.684088306563186,0.41025641025641024,1.8461538461538463,1.794871794871795,0,0
Samoa,1320.548648431247,71.65698423681135,16.51370716435353,0.42857142857142855,1.8571428571428572,2.357142857142857,0,0
San Marino,854.2859178619174,109.89350479029112,14.414379127487077,0.047619047619047616,0.38095238095238093,2.5952380952380953,0,0
Sark,1396.3496663031997,65.44081685346387,16.854998010926874,0.4,1.2,1.2,0,0
Saudi Arabia,1710.105114127322,39.71086709993227,17.207868990959224,0.38028169014084506,1.0422535211267605,1.0140845070422535,0,5
Saugeais,1500.0,56.940827780922206,17.321679212949093,0.4,1.2,1.2,0,0
Scotland,1740.7011484751897,37.20179695664905,18.405425856998708,0.4,1.488888888888889,1.4444444444444444,0,0
Sealand,1490.8569095998032,57.69061956372795,17.280512838794976,0.4,1.2,1.2,0,0
